Report Date,Route,Time,Day,Location,Incident,Min Delay,Min Gap,Direction,Vehicle
26/03/2017,504,5:59:00 AM,Sunday,Broadview and Mount Stephen,Investigation,17,44,E/B,4067
26/03/2017,505,6:11:00 AM,Sunday,Broadview and Mt Pleasant,Held By,16,27,E/B,4156
26/03/2017,506,7:00:00 AM,Sunday,Roncy Yard,Mechanical,10,20,E/B,4139
26/03/2017,505,10:55:00 AM,Sunday,beverly/dundas,Held By,65,70,W/B,4024
26/03/2017,509,12:46:00 PM,Sunday,Queens Quay and Reese,Mechanical,1,1,W/B,4402
26/03/2017,504,12:50:00 PM,Sunday,Broadview at Danforth,General Delay,10,18,W/B,4145
26/03/2017,506,3:05:00 PM,Sunday,College and Spadina,Mechanical,8,16,W/B,4073
26/03/2017,511,6:23:00 PM,Sunday,Bathurst Stn,Mechanical,7,14,S/B,1828
26/03/2017,510,7:26:00 PM,Sunday,Spadina at Dundas,Investigation,15,18,N/B,4411
26/03/2017,509,8:00:00 PM,Sunday,Union Stn,Utilized Off Route,,,E/B,4428
26/03/2017,505,10:25:00 PM,Sunday,Dundas West Stn,Investigation,60,70,E/B,4000
27/03/2017,301,2:33:00 AM,Monday,Neville Loop,Investigation,15,30,W/B,4176
27/03/2017,511,5:30:00 AM,Monday,fort york / bathurst,Mechanical,8,16,S/B,8304
27/03/2017,514,5:44:00 AM,Monday,Leslie barns,Late Leaving Garage,15,23,w/b,4409
27/03/2017,514,5:58:00 AM,Monday,Leslie Barns,Late Leaving Garage,17,24,W/B,4422
27/03/2017,506,6:00:00 AM,Monday,Russell Yard,Late Leaving Garage,7,12,E/B,4052
27/03/2017,501,6:12:00 AM,Monday,russell yard,Mechanical,6,12,E/B,4218
27/03/2017,501,6:32:00 AM,Monday,russell yard,Mechanical,6,12,E/B,4111
27/03/2017,501,6:40:00 AM,Monday,Roncesvalles and Queen,Mechanical,5,10,E/B,4204
27/03/2017,501,6:43:00 AM,Monday,Queensway and Roncesvalles,Mechanical,5,11,E/B,4204
27/03/2017,501,6:45:00 AM,Monday,Queen and Connaught,General Delay,5,10,E/B,4101
27/03/2017,504,6:56:00 AM,Monday,Roncesvalles and Queen,Mechanical,4,8,N/B,4023
27/03/2017,506,7:20:00 AM,Monday,Queensway and Roncesvalles,Mechanical,6,12,N/B,4036
27/03/2017,501,8:13:00 AM,Monday,Queen and Yonge,Mechanical,5,10,W/B,4232
27/03/2017,504,8:16:00 AM,Monday,KING and BATHURST,Mechanical,4,8,W/B,4045
27/03/2017,501,8:54:00 AM,Monday,Longbranch Loop,Mechanical,6,12,W/B,1596
27/03/2017,509,9:59:00 AM,Monday,Rees,Mechanical,1,7,E/B,4413
27/03/2017,501,11:13:00 AM,Monday,LongBranch Loop,Investigation,6,12,W/B,1518
27/03/2017,504,11:30:00 AM,Monday,Broadview Station,Mechanical,5,10,S/B,4014
27/03/2017,501,12:53:00 PM,Monday,Longbranch loop,Investigation,6,12,W/B,1596
27/03/2017,509,1:29:00 PM,Monday,Fort York Blvd,Mechanical,1,7,E/B,4405
27/03/2017,502,2:42:00 PM,Monday,Bingham loop,Mechanical,12,24,W/B,7786
27/03/2017,501,2:51:00 PM,Monday,Queen and John,Diversion,59,64,W/B,4111
27/03/2017,504,2:57:00 PM,Monday,Bloor and Dundas,Mechanical,5,10,E/B,4050
27/03/2017,501,3:18:00 PM,Monday,Queensway and Glendale,Investigation,6,12,W/B,1067
27/03/2017,511,3:36:00 PM,Monday,Bathurst Station,Mechanical,4,8,S/B,1651
27/03/2017,504,3:40:00 PM,Monday,Queen and King,Mechanical,10,15,E/B,4139
27/03/2017,501,3:42:00 PM,Monday,Queensway and Windermere,Investigation,6,12,W/B,7902
27/03/2017,504,7:15:00 PM,Monday,Queen and Broadview,Mechanical,5,10,E/B,4064
27/03/2017,510,8:00:00 PM,Monday,SPADINA AND LAKESHORE,Held By,19,23,N/B,4402
27/03/2017,501,9:59:00 PM,Monday,The Queensway and Roncesvalles Avenue,Investigation,6,12,E/B,8199
27/03/2017,501,11:05:00 PM,Monday,Queen Street and Roncesvalles Avenue,Investigation,5,15,E/B,4067
27/03/2017,506,11:26:00 PM,Monday,Main and Danforth,Mechanical,6,12,E/B,4016
28/03/2017,317,2:52:00 AM,Tuesday,Spadina Avenue and St.Andrew Street,Investigation,31,61,N/B,4420
28/03/2017,301,3:00:00 AM,Tuesday,Queen Street and Spadina Avenue,Utilized Off Route,7,14,E/B,4420
28/03/2017,501,5:13:00 AM,Tuesday,Queensway Garage,Late Leaving Garage,7,15,E/B,8034
28/03/2017,501,5:28:00 AM,Tuesday,Longbranch Loop,Mechanical,6,12,E/B,8022
28/03/2017,505,5:51:00 AM,Tuesday,Roncy Yard,Late Leaving Garage,8,15,E/B,4170
28/03/2017,512,5:58:00 AM,Tuesday,Roncy Yard,Mechanical,6,12,N/B,4045
28/03/2017,512,6:40:00 AM,Tuesday,SCW Stn,Mechanical,3,6,W/B,4104
28/03/2017,504,6:41:00 AM,Tuesday,Roncy Yard,Late Leaving Garage,5,10,E/B,4044
28/03/2017,501,6:48:00 AM,Tuesday,Lakeshore and Kipling,Investigation,6,12,W/B,8022
28/03/2017,504,7:58:00 AM,Tuesday,Queen and Roncesvalles,Mechanical,11,15,W/B,4082
28/03/2017,504,8:08:00 AM,Tuesday,King and Strachan,Mechanical,4,8,E/B,4226
28/03/2017,501,8:28:00 AM,Tuesday,Queen and Leslie,General Delay,10,15,W/B,4208
28/03/2017,512,8:45:00 AM,Tuesday,St clair/Lansdowne,Mechanical,3,6,W/B,4190
28/03/2017,511,9:20:00 AM,Tuesday,Fleet at Fort York Blvd,Investigation,5,12,S/B,1381
28/03/2017,505,9:37:00 AM,Tuesday,Dundas at Gladstone,Emergency Services,12,18,E/B,4179
28/03/2017,512,9:53:00 AM,Tuesday,St Clair/Old Weston Rd,Mechanical,27,30,E/B,4114
28/03/2017,501,9:55:00 AM,Tuesday,Queen and Carlaw,Mechanical,5,10,E/B,4208
28/03/2017,512,9:56:00 AM,Tuesday,St Clair/Old Weston Rd,Mechanical,24,27,E/B,4187
28/03/2017,506,10:55:00 AM,Tuesday,Howard Park/Indian Rd,Mechanical,7,13,E/B,4032
28/03/2017,501,12:00:00 PM,Tuesday,Queen and Lansdowne,Mechanical,5,10,W/B,4225
28/03/2017,505,12:20:00 PM,Tuesday,Dundas at University,Diversion,15,21,B/W,4157
28/03/2017,506,12:28:00 PM,Tuesday,Carlton/Parliament,Held By,13,19,W/B,4018
28/03/2017,501,2:32:00 PM,Tuesday,Queensway and Windermere,Investigation,6,12,W/B,1062
28/03/2017,510,2:36:00 PM,Tuesday,Queens Quay at Reese,Mechanical,0,0,E/B,4414
28/03/2017,501,4:46:00 PM,Tuesday,Long Branch loop,Mechanical,6,12,E/B,1587
28/03/2017,512,6:23:00 PM,Tuesday,St Clairt W & Spadina Road,Investigation,9,15,EB,4100
28/03/2017,501,7:27:00 PM,Tuesday,Queen and Yonge,Mechanical,12,18,W/B,4213
28/03/2017,501,8:08:00 PM,Tuesday,Queen and Roncesvalles,Investigation,6,12,W/B,4245
28/03/2017,501,8:37:00 PM,Tuesday,Dufferin Loop,Mechanical,6,12,W/B,1635
28/03/2017,501,9:25:00 PM,Tuesday,Neville Loop,Investigation,22,28,W/B,4245
29/03/2017,301,4:07:00 AM,Wednesday,Queen and Bathurst,Investigation,30,60,E/B,1645
29/03/2017,512,5:33:00 AM,Wednesday,Roncy Yard,Late Leaving Garage,5,10,N/B,4181
29/03/2017,514,5:50:00 AM,Wednesday,russell yard,Mechanical,6,12,W/B,4070
29/03/2017,501,6:18:00 AM,Wednesday,LAKESHORE AND ELLIS,Mechanical,6,12,W/B,7954
29/03/2017,514,6:32:00 AM,Wednesday,Leslie barns,Mechanical,8,16,W/B,4419
29/03/2017,501,6:38:00 AM,Wednesday,Roncy Yard,Late Leaving Garage,5,10,E/B,4225
29/03/2017,511,8:00:00 AM,Wednesday,Bathurst Street at Nassau,General Delay,15,12,S/B,
29/03/2017,504,8:30:00 AM,Wednesday,Broadview stn-Dundas w stn,General Delay,9,13,B/W,
29/03/2017,512,9:00:00 AM,Wednesday,St. Clair west,Mechanical,4,8,W/B,4120
29/03/2017,501,9:45:00 AM,Wednesday,Neville Loop,Mechanical,5,10,E/B,4212
29/03/2017,501,10:05:00 AM,Wednesday,Queensway and Ellis,Mechanical,5,10,E/B,1022
29/03/2017,511,10:10:00 AM,Wednesday,Bathurst at Front,Mechanical,10,15,S/B,1075
29/03/2017,501,10:58:00 AM,Wednesday,Queen and Yonge,Diversion,32,38,W/B,4244
29/03/2017,510,11:15:00 AM,Wednesday,Spadina at Harbord,Investigation,21,25,N/B,4414
29/03/2017,512,1:07:00 PM,Wednesday,Landsdown and st Clair,Investigation,28,32,W/B,4004
29/03/2017,504,1:21:00 PM,Wednesday,Broadview & Dundas,Mechanical,33,38,E/B,4213
29/03/2017,506,1:36:00 PM,Wednesday,Howard Park and Indian rd,Mechanical,5,10,W/B,4025
29/03/2017,512,2:39:00 PM,Wednesday,Bathurst and St Clair,Investigation,3,6,E/B,4198
29/03/2017,511,2:42:00 PM,Wednesday,Bathurst and Lakeshore,Investigation,6,12,S/B,1296
29/03/2017,511,3:03:00 PM,Wednesday,Bathurst Station,Mechanical,6,12,S/B,1265
29/03/2017,505,5:20:00 PM,Wednesday,Denison,Investigation,1,1,E/B,4100
29/03/2017,511,5:28:00 PM,Wednesday,Wolseley  Loop,General Delay,6,12,N/B,1669
29/03/2017,504,5:33:00 PM,Wednesday,King & River,Investigation,28,32,B/W,4033
29/03/2017,511,5:36:00 PM,Wednesday,King to Front,General Delay,12,16,S/B,1685
29/03/2017,512,6:59:00 PM,Wednesday,St Clair and NorthCliffe,Emergency Services,18,21,E/B,4096
29/03/2017,504,7:36:00 PM,Wednesday,Broadview Stn,Mechanical,3,5,W/B,4134
29/03/2017,512,8:32:00 PM,Wednesday,St Clair and Keele,Held By,19,24,W/B,4001
29/03/2017,511,9:01:00 PM,Wednesday,Bathurst Station,Mechanical,6,12,S/B,1580
30/03/2017,504,5:25:00 AM,Thursday,Roncy Yard,Late Leaving Garage,5,10,N/B,4080
30/03/2017,510,5:50:00 AM,Thursday,Spadian at Queen,Mechanical,10,19,S/B,4421
30/03/2017,512,5:54:00 AM,Thursday,Roncy Yard,Late Leaving Garage,5,10,N/B,4157
30/03/2017,506,6:15:00 AM,Thursday,,Late Leaving Garage,5,10,E/B,4110
30/03/2017,514,6:21:00 AM,Thursday,King and Jarvis,Held By,17,27,W/B,4429
30/03/2017,504,6:26:00 AM,Thursday,King and Jarvis,Held By,12,16,W/B,4226
30/03/2017,511,6:29:00 AM,Thursday,Bathurst station,Mechanical,3,6,S/B,1686
30/03/2017,512,6:52:00 AM,Thursday,russell yard,Mechanical,6,12,E/B,4017
30/03/2017,510,7:39:00 AM,Thursday,Spadian at Harbord,Mechanical,0,0,S/B,4432
30/03/2017,512,7:42:00 AM,Thursday,Spadina and st Clair,Investigation,11,15,E/B,4187
30/03/2017,501,7:46:00 AM,Thursday,Dufferin Loop,Utilized Off Route,5,10,W/B,1647
30/03/2017,504,8:27:00 AM,Thursday,Roncesvalles and Boustead,Investigation,6,10,S/B,4124
30/03/2017,505,8:28:00 AM,Thursday,Dundas at Roncesvalles,Investigation,5,11,E/B,4035
30/03/2017,501,8:39:00 AM,Thursday,Lakeshore and Legion Rd,Mechanical,5,10,E/B,1015
30/03/2017,506,10:54:00 AM,Thursday,High park loop,Mechanical,5,10,E/B,4048
30/03/2017,504,11:03:00 AM,Thursday,Roncesvalles and Garden,Investigation,17,22,N/B,4083
30/03/2017,501,11:19:00 AM,Thursday,Neville Loop,Held By,15,20,W/B,4217
30/03/2017,501,12:25:00 PM,Thursday,Church and Queen,Diversion,22,28,B/W,
30/03/2017,502,12:25:00 PM,Thursday,Church and Queen,Diversion,26,36,B/W,
30/03/2017,510,12:32:00 PM,Thursday,Spadina at Sullivan,Mechanical,10,14,S/B,4432
30/03/2017,506,2:16:00 PM,Thursday,Gerrard and Pape,Investigation,4,9,W/B,4172
30/03/2017,502,2:45:00 PM,Thursday,Parliament and Queen,Mechanical,10,20,E/B,8100
30/03/2017,506,3:04:00 PM,Thursday,Main station,Mechanical,4,9,W/B,4048
30/03/2017,504,4:06:00 PM,Thursday,Roncesvalles & Queen,Mechanical,4,9,E/B,4083
30/03/2017,504,4:13:00 PM,Thursday,King & University,Mechanical,3,6,E/B,4000
30/03/2017,501,4:28:00 PM,Thursday,Lakeshore and Long Branch Ave,Mechanical,6,12,W/B,1346
30/03/2017,504,5:16:00 PM,Thursday,Roncesvalles & Queen,Mechanical,2,5,E/B,4177
30/03/2017,505,5:20:00 PM,Thursday,Dundas St. West and Dension St.,Investigation,88,94,E/B,4100
30/03/2017,514,8:30:00 PM,Thursday,Distillery Loop to Dufferin Loop,General Delay,10,20,B/W,
30/03/2017,504,8:30:00 PM,Thursday,Broadview Station Loop to Dundas West Station Loop,General Delay,10,10,B/W,
30/03/2017,504,8:52:00 PM,Thursday,Broadview Station Loop,Mechanical,5,10,W/B,4077
30/03/2017,512,9:50:00 PM,Thursday,Winona and St Clair W,Mechanical,20,26,EB,4161
30/03/2017,501,9:54:00 PM,Thursday,Roncesvalles Avenue and Queen Street,Mechanical,5,11,W/B,4021
30/03/2017,501,10:46:00 PM,Thursday,Long Branch Loop,Mechanical,7,15,E/B,1649
31/03/2017,301,4:50:00 AM,Friday,Queen and King (Near Don Valley Bridge),Investigation,30,60,E/B,4244
31/03/2017,504,5:25:00 AM,Friday,Roncy Yard,Late Leaving Garage,5,10,E/B,4001
31/03/2017,512,5:44:00 AM,Friday,Roncy Yard,Late Leaving Garage,5,10,N/B,4071
31/03/2017,514,5:58:00 AM,Friday,Leslie Barns,Late Leaving Garage,8,16,W/B,4414
31/03/2017,504,6:32:00 AM,Friday,Roncy Yard,Late Leaving Garage,5,10,E/B,4247
31/03/2017,505,6:38:00 AM,Friday,Roncy Yard,Late Leaving Garage,5,10,E/B,4032
31/03/2017,501,6:42:00 AM,Friday,Roncy Yard,Late Leaving Garage,5,10,E/B,4217
31/03/2017,501,6:42:00 AM,Friday,russell yard,Mechanical,6,12,E/B,4139
31/03/2017,504,6:58:00 AM,Friday,Eglinton Garage,Late Leaving Garage,4,8,W/B,7618
31/03/2017,501,7:15:00 AM,Friday,Queen and Dunn,Mechanical,5,10,E/B,4216
31/03/2017,510,7:40:00 AM,Friday,Spadina and College,Mechanical,1,1,N/B,4403
31/03/2017,505,7:49:00 AM,Friday,Braodview and Withrow,Mechanical,7,14,N/B,4074
31/03/2017,501,8:05:00 AM,Friday,Queen and Connaught,Mechanical,5,10,E/B,4212
31/03/2017,501,8:20:00 AM,Friday,Queen and Church,Investigation,6,11,E/B,4215
31/03/2017,504,8:20:00 AM,Friday,Roncy Yard,Late Leaving Garage,5,10,E/B,4080
31/03/2017,501,9:33:00 AM,Friday,russell yard,Mechanical,6,12,E/B,4212
31/03/2017,504,10:03:00 AM,Friday,Roncesvalles and Constance,Mechanical,4,8,S/B,4152
31/03/2017,504,11:18:00 AM,Friday,King and Sumach,Mechanical,5,10,W/B,4000
31/03/2017,506,12:01:00 PM,Friday,Main stn.,Mechanical,5,10,W/B,4011
31/03/2017,501,12:16:00 PM,Friday,Long Branch Loop,Mechanical,10,20,E/B,1503
31/03/2017,502,12:21:00 PM,Friday,Bingham Loop,Mechanical,10,20,W/B,7708
31/03/2017,501,1:32:00 PM,Friday,Long Branch Loop,Mechanical,10,20,E/B,1412
31/03/2017,504,1:35:00 PM,Friday,King & Sumach,Investigation,5,10,E/B,4134
31/03/2017,504,1:40:00 PM,Friday,Broadview & Millbrook,Mechanical,22,27,W/B,4091
31/03/2017,505,1:50:00 PM,Friday,Broadview and Millbrook,Held By,13,19,S/B,4032
31/03/2017,512,2:17:00 PM,Friday,Lansdowne Loop,Mechanical,3,6,E/B,4176
31/03/2017,512,2:20:00 PM,Friday,Bathurst and St Clair,Mechanical,3,6,E/B,4059
31/03/2017,506,2:48:00 PM,Friday,Lansdowne Loop on College,Emergency Services,5,10,W/B,4043
31/03/2017,501,2:57:00 PM,Friday,Broadview and Queen,Mechanical,5,11,W/B,4065
31/03/2017,504,3:00:00 PM,Friday,Dundas WEST Stn to Broadview Stn,General Delay,20,25,B/W,
31/03/2017,501,3:30:00 PM,Friday,Queen Street,General Delay,24,30,B/W,
31/03/2017,505,3:39:00 PM,Friday,Grace,Mechanical,6,12,W/B,4096
31/03/2017,506,3:57:00 PM,Friday,College and Clinton,Held By,15,20,E/B,4048
31/03/2017,514,4:00:00 PM,Friday,Springhurst Loop to Distrillery Loop,General Delay,20,29,B/W,
31/03/2017,504,4:09:00 PM,Friday,Roncy & Queen,Mechanical,5,8,E/B,4098
31/03/2017,503,5:16:00 PM,Friday,Bingham Loop,Mechanical,12,24,E/B,7837
31/03/2017,505,5:55:00 PM,Friday,University,Mechanical,11,17,W/B,4128
31/03/2017,505,6:34:00 PM,Friday,DWS,Emergency Services,6,12,W/B,4144
31/03/2017,501,6:49:00 PM,Friday,Roncesvalles and Queen,Mechanical,6,12,E/B,4139
31/03/2017,514,7:38:00 PM,Friday,King & Jarvis,Mechanical,9,18,W/B,4418
31/03/2017,501,8:10:00 PM,Friday,Neville Loop,Investigation,99,104,W/B,4185
31/03/2017,506,8:14:00 PM,Friday,Gerrard and Parliament,Emergency Services,8,16,W/B,4117
31/03/2017,501,9:00:00 PM,Friday,Sunnyside Loop to Neville Park,General Delay,20,30,B/W,
31/03/2017,501,9:09:00 PM,Friday,Queen and Pape,Held By,14,19,E/B,4242
31/03/2017,512,9:56:00 PM,Friday,Gunns Loop,Emergency Services,20,25,W/B,4176
31/03/2017,506,10:49:00 PM,Friday,Univerity and Gerrard,Mechanical,31,38,WB,4003
31/03/2017,509,11:03:00 PM,Friday,Bathurst and Lake shore,Held By,10,18,WB,4423
01/04/2017,501,12:53:00 AM,Saturday,Queen and River,Mechanical,10,20,E/B,4235
01/04/2017,512,2:41:00 AM,Saturday,Dundas St. West and Brock St.,Held By,1,1,W/B,4143
01/04/2017,304,3:28:00 AM,Saturday,King St. West and John St.,Held By,35,65,E/B,4036
01/04/2017,301,3:39:00 AM,Saturday,Queen and Spadina,Held By,10,40,E/B,4051
01/04/2017,501,5:17:00 AM,Saturday,Roncesvalles Yard,Mechanical,9,18,E/B,4015
01/04/2017,504,6:48:00 AM,Saturday,Broadview Station,Mechanical,10,20,W/B,4096
01/04/2017,512,8:22:00 AM,Saturday,Dundas,Investigation,5,10,N/B,4051
01/04/2017,501,8:25:00 AM,Saturday,Russell Yard,Mechanical,6,12,W/B,4089
01/04/2017,512,8:29:00 AM,Saturday,Dundas,Investigation,5,10,N/B,4167
01/04/2017,501,9:00:00 AM,Saturday,Russell Yard,Mechanical,6,12,E/B,4244
01/04/2017,501,9:12:00 AM,Saturday,Mt Dennis Garage,Mechanical,6,12,W/B,1418
01/04/2017,501,9:34:00 AM,Saturday,Roncesvalles Yard,Mechanical,6,12,E/B,4242
01/04/2017,501,9:38:00 AM,Saturday,Russell Yard,Mechanical,6,12,E/B,4215
01/04/2017,506,9:44:00 AM,Saturday,Coxwell Loop,Mechanical,6,12,B/W,4105
01/04/2017,501,11:20:00 AM,Saturday,Spadina and King St,Investigation,6,12,S/B,4245
01/04/2017,510,11:25:00 AM,Saturday,spadina/king,Held By,10,14,B/W,4418
01/04/2017,504,11:29:00 AM,Saturday,King and Spadina,Held By,7,13,B/W,4195
01/04/2017,501,12:15:00 PM,Saturday,Church and Queen,Mechanical,6,12,E/B,4218
01/04/2017,511,12:20:00 PM,Saturday,Dundas,Utilized Off Route,7,14,N/B,8343
01/04/2017,504,12:49:00 PM,Saturday,Queen & Broadview,Mechanical,5,10,E/B,4146
01/04/2017,506,1:07:00 PM,Saturday,Carlton and Parliament,Investigation,70,76,B/W,4192
01/04/2017,511,1:45:00 PM,Saturday,fleet/strachan,Investigation,1,1,S/B,1393
01/04/2017,509,2:05:00 PM,Saturday,CNE,Mechanical,7,14,E/B,4424
01/04/2017,505,4:20:00 PM,Saturday,Howard Pk Ave,Mechanical,5,10,W/B,4173
01/04/2017,506,4:30:00 PM,Saturday,HIGH PARK LOOP,Mechanical,6,13,E/B,4103
01/04/2017,510,4:55:00 PM,Saturday,Dundas,Mechanical,5,10,S/B,4426
01/04/2017,509,5:22:00 PM,Saturday,CNE LOOP,Mechanical,10,16,E/B,4424
01/04/2017,501,7:14:00 PM,Saturday,Queen and Spadina,Investigation,5,10,E/B,4243
01/04/2017,501,7:38:00 PM,Saturday,Long Branch Loop,Emergency Services,10,20,E/B,1563
01/04/2017,504,9:00:00 PM,Saturday,Broadview Station Loop to Dundas West Station,General Delay,16,10,B/W,
01/04/2017,514,9:00:00 PM,Saturday,Dufferin Loop to Queen/Broadview,General Delay,16,20,B/W,
01/04/2017,505,9:19:00 PM,Saturday,Broadview Station,Mechanical,8,16,S/B,4087
01/04/2017,505,11:10:00 PM,Saturday,Church,Mechanical,8,18,W/B,4049
02/04/2017,301,3:47:00 AM,Sunday,York north of king,Held By,5,35,W/B,4222
02/04/2017,504,5:44:00 AM,Sunday,Roncesvalles and King,Mechanical,17,26,W/B,4016
02/04/2017,504,9:04:00 AM,Sunday,King and Roncesvalles,Mechanical,7,14,W/B,4104
02/04/2017,501,9:45:00 AM,Sunday,Connaught to Neville Loop,General Delay,18,24,E/B,
02/04/2017,501,11:15:00 AM,Sunday,Dufferin Loop,Mechanical,6,12,E/B,7933
02/04/2017,501,11:42:00 AM,Sunday,Mt Dennis Garage,Mechanical,6,12,E/B,1569
02/04/2017,501,11:45:00 AM,Sunday,Queen and University,Held By,20,26,W/B,4220
02/04/2017,514,11:51:00 AM,Sunday,King and Bathurst,Mechanical,0,0,E/B,4407
02/04/2017,514,12:50:00 PM,Sunday,King & Bay,Investigation,14,28,W/B,4411
02/04/2017,512,1:42:00 PM,Sunday,St.Clair West,Mechanical,6,12,E/B,4034
02/04/2017,512,2:04:00 PM,Sunday,St. Clair West Station,Mechanical,6,11,W/B,4075
02/04/2017,501,2:08:00 PM,Sunday,Kipling and Lakeshore,Mechanical,5,10,E/B,1609
02/04/2017,501,2:14:00 PM,Sunday,Queen and Spadina,Investigation,6,12,E/B,4218
02/04/2017,501,2:25:00 PM,Sunday,Queen and Spadina,Investigation,6,12,E/B,4214
02/04/2017,512,2:58:00 PM,Sunday,Spadina,Investigation,37,42,W/B,4164
02/04/2017,509,4:02:00 PM,Sunday,Queens Quay @ Rees,Mechanical,0,0,W/B,4413
02/04/2017,501,4:18:00 PM,Sunday,Neville Park Loop,Mechanical,6,12,W/B,4033
02/04/2017,504,4:44:00 PM,Sunday,Roncesvalles & Howard Park,Held By,7,14,W/B,4427
02/04/2017,501,5:42:00 PM,Sunday,Gladstone and Queen,Mechanical,6,12,E/B,4236
02/04/2017,509,5:53:00 PM,Sunday,Queens Quay @ Rees,Investigation,12,18,E/B,4413
02/04/2017,510,5:54:00 PM,Sunday,QUEENSQUAY AND REESE,Held By,7,12,E/B,4420
02/04/2017,510,6:40:00 PM,Sunday,SPADINA STATION,Held By,14,9,S/B,4419
02/04/2017,511,7:26:00 PM,Sunday,BATHURST AND QUEEN,Mechanical,85,14,N/B,8384
02/04/2017,501,8:35:00 PM,Sunday,Queen and Parliament,Held By,5,10,E/B,7853
02/04/2017,512,10:21:00 PM,Sunday,St Clair West Stn,Investigation,0,0,W/B,4164
02/04/2017,501,11:13:00 PM,Sunday,Springhurst Circle,Emergency Services,5,10,N/B,1551
03/04/2017,509,12:02:00 AM,Monday,Fleet & Strachan,Mechanical,6,12,W/B,4421
03/04/2017,501,1:27:00 AM,Monday,Queen and Carlaw,Mechanical,10,20,W/B,4218
03/04/2017,501,1:31:00 AM,Monday,Sunnyside Loop,Mechanical,10,20,E/B,4229
03/04/2017,511,5:25:00 AM,Monday,bathurst station,Mechanical,6,12,S/B,1676
03/04/2017,506,5:45:00 AM,Monday,Russell Yard,Mechanical,1,6,E/B,4093
03/04/2017,505,5:48:00 AM,Monday,Roncy Yard,Late Leaving Garage,7,13,N/B,4172
03/04/2017,504,5:56:00 AM,Monday,Russell,Mechanical,1,6,W/B,4035
03/04/2017,506,6:01:00 AM,Monday,Roncy Yard,Late Leaving Garage,5,11,E/B,4184
03/04/2017,506,6:24:00 AM,Monday,Main Station,Mechanical,5,10,W/B,4113
03/04/2017,512,6:43:00 AM,Monday,Main Station,Mechanical,1,6,W/B,4192
03/04/2017,506,7:04:00 AM,Monday,Main Station,Mechanical,1,6,W/B,4085
03/04/2017,506,8:00:00 AM,Monday,Main Station,Mechanical,1,6,W/B,4189
03/04/2017,501,9:53:00 AM,Monday,Lakeshore and 15th Street,Mechanical,5,10,E/B,1380
03/04/2017,512,10:19:00 AM,Monday,Yonge,Mechanical,12,18,E/B,4114
03/04/2017,501,10:19:00 AM,Monday,Queen and Niagara,Investigation,5,10,W/B,4222
03/04/2017,502,10:43:00 AM,Monday,Queen and Yonge,Mechanical,6,12,E/B,7874
03/04/2017,501,11:21:00 AM,Monday,Queen and Spadina,Mechanical,5,10,W/B,4201
03/04/2017,506,2:14:00 PM,Monday,Coxwell / Lower Gerrard,Emergency Services,6,12,W/B,4147
03/04/2017,501,3:42:00 PM,Monday,Russell yard,Mechanical,5,10,E/B,4035
03/04/2017,511,3:59:00 PM,Monday,BATHURST STN.,Mechanical,10,6,S/B,1508
03/04/2017,509,4:57:00 PM,Monday,Quens Quay @ Rees,Investigation,5,11,E/B,4418
03/04/2017,504,5:56:00 PM,Monday,Dundas south of Bloor,Investigation,31,35,W/B,4039
03/04/2017,505,6:08:00 PM,Monday,Dundas and Roncesvalles,Held By,19,25,wb,4172
03/04/2017,504,7:05:00 PM,Monday,King and Simcoe,Mechanical,3,7,W/B,4153
03/04/2017,506,7:40:00 PM,Monday,College @ Dufferin,Emergency Services,21,27,W/B,4117
03/04/2017,512,7:47:00 PM,Monday,Gunns Loop,Mechanical,6,12,E/B,4080
03/04/2017,505,9:26:00 PM,Monday,Brodview Station,Investigation,6,12,E/B,4023
03/04/2017,501,11:58:00 PM,Monday,Queensway and Roncesvalles,Mechanical,10,15,E/B,4246
04/04/2017,501,12:28:00 AM,Tuesday,Queen and Roncesvalles,Investigation,10,20,E/B,4226
04/04/2017,501,12:37:00 AM,Tuesday,Queen and Spadina,Investigation,10,20,W/B,4210
04/04/2017,501,5:36:00 AM,Tuesday,Roncy Yard,Late Leaving Garage,1,1,E/B,4202
04/04/2017,512,5:48:00 AM,Tuesday,Roncy Yard,Late Leaving Garage,5,10,N/B,4144
04/04/2017,506,5:48:00 AM,Tuesday,Roncy Yard,Late Leaving Garage,6,12,E/B,4111
04/04/2017,506,5:54:00 AM,Tuesday,Roncy Yard,Late Leaving Garage,6,12,E/B,4145
04/04/2017,501,5:56:00 AM,Tuesday,russell yard,Mechanical,6,12,E/B,4237
04/04/2017,505,5:57:00 AM,Tuesday,Broadview stn,Mechanical,6,12,E/B,4084
04/04/2017,505,6:02:00 AM,Tuesday,Roncy Yard,Late Leaving Garage,6,13,E/B,4168
04/04/2017,505,6:10:00 AM,Tuesday,Roncy Yard,Late Leaving Garage,7,13,E/B,4036
04/04/2017,501,6:12:00 AM,Tuesday,russell yard,Mechanical,6,12,E/B,4200
04/04/2017,501,6:13:00 AM,Tuesday,Queen and Logan,Held By,29,34,E/B,4210
04/04/2017,504,6:13:00 AM,Tuesday,Broadview Station,Mechanical,4,8,S/B,4134
04/04/2017,506,6:26:00 AM,Tuesday,Roncy Yard.,Late Leaving Garage,6,12,E/B,4171
04/04/2017,506,6:31:00 AM,Tuesday,Roncy Yard,Late Leaving Garage,6,12,E/B,4023
